order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
3454,2738,Shipped,F,2023-05-28 03:45:00 UTC,,2023-05-30 20:34:00 UTC,,2
3483,2763,Shipped,F,2023-04-24 10:00:00 UTC,,2023-04-26 02:31:00 UTC,,3
3506,2781,Shipped,F,2023-03-30 06:08:00 UTC,,2023-04-02 02:01:00 UTC,,1
3517,2793,Shipped,F,2023-03-07 13:52:00 UTC,,2023-03-07 17:24:00 UTC,,1
3518,2793,Shipped,F,2023-02-18 13:52:00 UTC,,2023-02-20 12:03:00 UTC,,2
3561,2827,Shipped,F,2023-03-06 18:42:00 UTC,,2023-03-08 05:39:00 UTC,,4
3581,2842,Shipped,F,2023-06-28 12:08:00 UTC,,2023-06-28 15:48:00 UTC,,1
3629,2881,Shipped,F,2023-02-20 14:53:00 UTC,,2023-02-20 23:48:00 UTC,,1
3674,2911,Shipped,F,2023-04-26 07:56:00 UTC,,2023-04-28 17:17:00 UTC,,1
3695,2931,Shipped,F,2023-02-22 03:10:00 UTC,,2023-02-24 04:58:00 UTC,,3
3705,2938,Shipped,F,2023-05-30 17:16:00 UTC,,2023-06-01 23:11:00 UTC,,1
3722,2950,Shipped,F,2023-01-29 05:35:00 UTC,,2023-01-31 21:58:00 UTC,,1
3767,2990,Shipped,F,2023-04-03 15:19:00 UTC,,2023-04-04 06:36:00 UTC,,1
3768,2990,Shipped,F,2023-03-17 15:19:00 UTC,,2023-03-17 22:45:00 UTC,,2
3791,3014,Shipped,F,2023-05-11 16:31:00 UTC,,2023-05-13 10:19:00 UTC,,4
3828,3054,Shipped,F,2023-05-18 10:26:00 UTC,,2023-05-19 06:39:00 UTC,,1
3844,3070,Shipped,F,2023-06-19 14:54:00 UTC,,2023-06-21 08:09:00 UTC,,1
3895,3110,Shipped,F,2023-06-03 07:43:00 UTC,,2023-06-05 18:18:00 UTC,,3
3901,3112,Shipped,F,2023-04-11 13:01:00 UTC,,2023-04-12 19:21:00 UTC,,1
3906,3116,Shipped,F,2023-02-08 07:18:00 UTC,,2023-02-09 16:26:00 UTC,,1
3910,3118,Shipped,F,2023-04-15 06:57:00 UTC,,2023-04-15 20:11:00 UTC,,1
3926,3128,Shipped,F,2023-06-23 01:20:00 UTC,,2023-06-23 16:20:00 UTC,,1
3990,3178,Shipped,F,2023-04-17 03:20:00 UTC,,2023-04-18 08:23:00 UTC,,3
3994,3182,Shipped,F,2023-03-27 16:28:00 UTC,,2023-03-29 09:26:00 UTC,,2
4026,3210,Shipped,F,2023-03-13 06:14:00 UTC,,2023-03-15 18:10:00 UTC,,1
4052,3236,Shipped,F,2023-01-12 05:12:00 UTC,,2023-01-12 20:35:00 UTC,,1
4056,3238,Shipped,F,2023-05-30 07:58:00 UTC,,2023-06-01 04:39:00 UTC,,4
4063,3243,Shipped,F,2023-05-04 18:35:00 UTC,,2023-05-06 16:38:00 UTC,,1
4072,3253,Shipped,F,2023-05-26 17:59:00 UTC,,2023-05-26 19:41:00 UTC,,1
4127,3288,Shipped,F,2023-01-06 17:37:00 UTC,,2023-01-07 01:05:00 UTC,,1
4136,3297,Shipped,F,2023-01-19 15:14:00 UTC,,2023-01-21 13:00:00 UTC,,1
4184,3327,Shipped,F,2023-06-01 02:32:00 UTC,,2023-06-03 19:55:00 UTC,,2
4185,3327,Shipped,F,2023-04-14 02:32:00 UTC,,2023-04-14 20:30:00 UTC,,1
4223,3358,Shipped,F,2023-03-07 12:44:00 UTC,,2023-03-07 13:32:00 UTC,,1
4281,3411,Shipped,F,2023-01-11 13:14:00 UTC,,2023-01-13 19:54:00 UTC,,1
4287,3416,Shipped,F,2023-01-22 06:40:00 UTC,,2023-01-25 03:42:00 UTC,,1
4311,3436,Shipped,F,2023-04-24 03:58:00 UTC,,2023-04-24 18:35:00 UTC,,1
4366,3476,Shipped,F,2023-06-12 08:37:00 UTC,,2023-06-12 16:23:00 UTC,,1
4376,3483,Shipped,F,2023-01-16 11:10:00 UTC,,2023-01-18 12:51:00 UTC,,1
4384,3490,Shipped,F,2023-03-25 17:13:00 UTC,,2023-03-27 22:34:00 UTC,,1
4458,3548,Shipped,F,2023-05-16 18:52:00 UTC,,2023-05-17 02:27:00 UTC,,1
4463,3556,Shipped,F,2023-06-15 16:40:00 UTC,,2023-06-16 09:47:00 UTC,,1
4480,3574,Shipped,F,2023-04-18 08:43:00 UTC,,2023-04-19 19:27:00 UTC,,1
4481,3574,Shipped,F,2023-02-24 08:43:00 UTC,,2023-02-25 22:32:00 UTC,,2
4515,3600,Shipped,F,2023-05-19 17:18:00 UTC,,2023-05-22 02:08:00 UTC,,1
4540,3616,Shipped,F,2023-04-01 06:07:00 UTC,,2023-04-01 22:17:00 UTC,,1
4574,3649,Shipped,F,2023-04-18 06:18:00 UTC,,2023-04-20 02:24:00 UTC,,1
4598,3671,Shipped,F,2023-05-07 07:16:00 UTC,,2023-05-09 22:18:00 UTC,,1
4711,3756,Shipped,F,2023-06-18 08:26:00 UTC,,2023-06-18 11:16:00 UTC,,1
4775,3805,Shipped,F,2023-06-12 13:23:00 UTC,,2023-06-14 19:12:00 UTC,,1
4790,3817,Shipped,F,2023-05-30 02:30:00 UTC,,2023-05-30 05:11:00 UTC,,1
4798,3824,Shipped,F,2023-06-10 18:56:00 UTC,,2023-06-12 14:22:00 UTC,,2
4873,3892,Shipped,F,2023-04-05 00:55:00 UTC,,2023-04-06 18:25:00 UTC,,2
4888,3900,Shipped,F,2023-01-28 15:41:00 UTC,,2023-01-29 00:44:00 UTC,,1
4899,3910,Shipped,F,2023-05-10 09:00:00 UTC,,2023-05-11 12:56:00 UTC,,2
4909,3922,Shipped,F,2023-03-16 04:53:00 UTC,,2023-03-16 13:46:00 UTC,,1
4940,3946,Shipped,F,2023-03-19 10:22:00 UTC,,2023-03-21 10:51:00 UTC,,1
4969,3977,Shipped,F,2023-06-15 13:00:00 UTC,,2023-06-18 02:24:00 UTC,,1
4974,3984,Shipped,F,2023-03-30 08:11:00 UTC,,2023-03-31 05:36:00 UTC,,1
5004,4006,Shipped,F,2023-06-24 08:19:00 UTC,,2023-06-24 09:59:00 UTC,,1
5031,4031,Shipped,F,2023-01-14 01:35:00 UTC,,2023-01-14 10:12:00 UTC,,1
5044,4045,Shipped,F,2023-05-11 09:52:00 UTC,,2023-05-11 20:11:00 UTC,,1
5079,4075,Shipped,F,2023-05-07 17:53:00 UTC,,2023-05-10 02:47:00 UTC,,1
5099,4094,Shipped,F,2023-01-19 06:16:00 UTC,,2023-01-19 06:23:00 UTC,,1
5122,4114,Shipped,F,2023-05-30 17:44:00 UTC,,2023-06-01 16:18:00 UTC,,4
5123,4115,Shipped,F,2023-03-11 06:45:00 UTC,,2023-03-12 05:51:00 UTC,,1
5151,4132,Shipped,F,2023-04-13 13:53:00 UTC,,2023-04-14 21:01:00 UTC,,3
5155,4136,Shipped,F,2023-06-14 01:59:00 UTC,,2023-06-16 13:10:00 UTC,,2
5198,4170,Shipped,F,2023-04-07 04:37:00 UTC,,2023-04-07 17:07:00 UTC,,1
5214,4188,Shipped,F,2023-01-24 00:02:00 UTC,,2023-01-26 00:34:00 UTC,,1
5218,4192,Shipped,F,2023-04-01 09:59:00 UTC,,2023-04-04 09:51:00 UTC,,1
5223,4196,Shipped,F,2023-06-10 09:24:00 UTC,,2023-06-12 21:40:00 UTC,,1
5242,4212,Shipped,F,2023-03-09 18:23:00 UTC,,2023-03-10 08:04:00 UTC,,1
5261,4225,Shipped,F,2023-06-23 05:07:00 UTC,,2023-06-23 10:53:00 UTC,,2
5263,4225,Shipped,F,2023-06-12 05:07:00 UTC,,2023-06-13 11:26:00 UTC,,1
5287,4241,Shipped,F,2023-01-20 16:52:00 UTC,,2023-01-21 04:38:00 UTC,,1
5306,4258,Shipped,F,2023-03-22 03:23:00 UTC,,2023-03-23 12:47:00 UTC,,3
5324,4273,Shipped,F,2023-06-01 02:08:00 UTC,,2023-06-04 00:35:00 UTC,,2
5433,4362,Shipped,F,2023-05-08 15:03:00 UTC,,2023-05-10 04:59:00 UTC,,2
5434,4362,Shipped,F,2023-01-01 15:03:00 UTC,,2023-01-02 09:31:00 UTC,,2
5435,4362,Shipped,F,2023-05-23 15:03:00 UTC,,2023-05-25 01:46:00 UTC,,2
5455,4377,Shipped,F,2023-01-01 12:30:00 UTC,,2023-01-04 08:46:00 UTC,,1
5516,4427,Shipped,F,2023-05-23 09:17:00 UTC,,2023-05-23 14:01:00 UTC,,1
5525,4435,Shipped,F,2023-06-15 18:17:00 UTC,,2023-06-17 11:40:00 UTC,,1
5531,4438,Shipped,F,2023-06-08 05:36:00 UTC,,2023-06-10 21:48:00 UTC,,1
5549,4451,Shipped,F,2023-01-12 13:33:00 UTC,,2023-01-14 13:24:00 UTC,,2
5659,4541,Shipped,F,2023-05-14 05:10:00 UTC,,2023-05-14 21:48:00 UTC,,1
5661,4541,Shipped,F,2023-02-14 05:10:00 UTC,,2023-02-16 16:02:00 UTC,,4
5698,4570,Shipped,F,2023-03-01 15:21:00 UTC,,2023-03-04 07:33:00 UTC,,1
5714,4578,Shipped,F,2023-03-01 13:01:00 UTC,,2023-03-02 23:59:00 UTC,,1
5719,4583,Shipped,F,2023-05-08 04:53:00 UTC,,2023-05-10 21:38:00 UTC,,4
5726,4587,Shipped,F,2023-05-11 02:06:00 UTC,,2023-05-12 04:04:00 UTC,,1
5732,4594,Shipped,F,2023-04-21 14:42:00 UTC,,2023-04-22 14:04:00 UTC,,1
5746,4603,Shipped,F,2023-03-13 18:52:00 UTC,,2023-03-14 10:11:00 UTC,,1
5770,4619,Shipped,F,2023-01-31 02:13:00 UTC,,2023-02-01 22:03:00 UTC,,1
5831,4679,Shipped,F,2023-06-05 18:03:00 UTC,,2023-06-07 17:39:00 UTC,,3
5835,4680,Shipped,F,2023-01-04 02:06:00 UTC,,2023-01-05 03:11:00 UTC,,3
5856,4697,Shipped,F,2023-04-07 07:05:00 UTC,,2023-04-08 10:49:00 UTC,,1
5876,4711,Shipped,F,2023-02-27 16:03:00 UTC,,2023-03-01 10:24:00 UTC,,1
5885,4717,Shipped,F,2023-06-07 07:22:00 UTC,,2023-06-09 18:39:00 UTC,,1
5911,4742,Shipped,F,2023-02-21 00:50:00 UTC,,2023-02-22 08:22:00 UTC,,1
6008,4817,Shipped,F,2023-06-11 01:26:00 UTC,,2023-06-11 08:08:00 UTC,,1
6071,4865,Shipped,F,2023-04-20 02:30:00 UTC,,2023-04-22 08:12:00 UTC,,2
6116,4906,Shipped,F,2023-02-17 09:06:00 UTC,,2023-02-19 10:57:00 UTC,,2
6130,4917,Shipped,F,2023-03-30 12:49:00 UTC,,2023-04-02 02:21:00 UTC,,2
6144,4928,Shipped,F,2023-05-21 04:34:00 UTC,,2023-05-23 16:03:00 UTC,,1
6150,4931,Shipped,F,2023-03-06 07:22:00 UTC,,2023-03-08 02:16:00 UTC,,1
6173,4950,Shipped,F,2023-04-25 13:37:00 UTC,,2023-04-28 13:13:00 UTC,,1
6184,4957,Shipped,F,2023-05-27 07:32:00 UTC,,2023-05-27 09:03:00 UTC,,1
6226,4988,Shipped,F,2023-05-09 11:14:00 UTC,,2023-05-11 03:08:00 UTC,,1
6262,5020,Shipped,F,2023-02-22 00:41:00 UTC,,2023-02-24 04:12:00 UTC,,1
6294,5048,Shipped,F,2023-06-24 02:43:00 UTC,,2023-06-25 08:49:00 UTC,,1
6299,5052,Shipped,F,2023-04-10 15:19:00 UTC,,2023-04-12 02:44:00 UTC,,1
6349,5094,Shipped,F,2023-03-12 08:24:00 UTC,,2023-03-12 14:37:00 UTC,,1
6377,5116,Shipped,F,2023-03-03 03:12:00 UTC,,2023-03-04 11:45:00 UTC,,4
6409,5142,Shipped,F,2023-01-17 09:07:00 UTC,,2023-01-19 16:01:00 UTC,,1
6438,5164,Shipped,F,2023-03-16 02:59:00 UTC,,2023-03-16 17:45:00 UTC,,1
6439,5165,Shipped,F,2023-06-03 08:56:00 UTC,,2023-06-03 14:04:00 UTC,,1
6442,5167,Shipped,F,2023-04-19 11:45:00 UTC,,2023-04-22 07:21:00 UTC,,4
6446,5172,Shipped,F,2023-04-14 14:48:00 UTC,,2023-04-15 19:48:00 UTC,,1
6460,5185,Shipped,F,2023-04-08 07:19:00 UTC,,2023-04-10 06:43:00 UTC,,1
6497,5210,Shipped,F,2023-03-13 12:23:00 UTC,,2023-03-15 19:27:00 UTC,,1
6499,5212,Shipped,F,2023-02-11 13:39:00 UTC,,2023-02-11 22:10:00 UTC,,1
6511,5217,Shipped,F,2023-05-03 07:04:00 UTC,,2023-05-04 10:49:00 UTC,,1
6570,5255,Shipped,F,2023-05-23 06:43:00 UTC,,2023-05-25 11:53:00 UTC,,2
6577,5260,Shipped,F,2023-02-05 01:34:00 UTC,,2023-02-05 22:14:00 UTC,,1
6594,5273,Shipped,F,2023-06-26 11:28:00 UTC,,2023-06-28 04:01:00 UTC,,1
6644,5307,Shipped,F,2023-05-13 10:06:00 UTC,,2023-05-13 16:17:00 UTC,,1
6666,5322,Shipped,F,2023-01-15 10:31:00 UTC,,2023-01-16 02:16:00 UTC,,1
6715,5357,Shipped,F,2023-04-05 08:12:00 UTC,,2023-04-06 10:31:00 UTC,,2
6744,5376,Shipped,F,2023-06-29 17:57:00 UTC,,2023-07-02 09:33:00 UTC,,1
6765,5393,Shipped,F,2023-04-30 15:15:00 UTC,,2023-05-02 08:29:00 UTC,,3
6769,5397,Shipped,F,2023-02-17 15:45:00 UTC,,2023-02-18 03:08:00 UTC,,1
6791,5416,Shipped,F,2023-04-28 17:13:00 UTC,,2023-05-01 02:05:00 UTC,,2
